"Model","WT500 (760203)"
"Comment",""
"Version","1.31"
"Date","2025/12/19"
"Time","12:02:11"

"<Settings>"
"Wiring","NONE"
"Element","Element1","Element2","Element3"
"Module","1kV40A","1kV40A","1kV40A"
"Wiring","1P2W","1P2W","1P2W"
"Voltage Range","15V","15V","15V"
"Terminal","Direct","Direct","Direct"
"Current Range","   500mA","   500mA","   500mA"
"Sensor Ratio","10.0000","10.0000","10.0000"
"Line Filter","Off","Off","Off"
"Frequency Filter","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000"
"Sync Source","U1","U1","U1"
"Average","Off"
"F1","Off"
"F2","Off"
"F3","Off"
"F4","Off"
"F5","Off"
"F6","Off"
"F7","Off"
"F8","Off"
"S,Q Formula","Type 1"
"Phase Angle","180 degree"
"Max Hold","Off"
"Null","Off"
"Measurement Mode","Normal Mode"
"Update Rate","100ms"
"Crest Factor","3"
"Delta Measure Mode","RMS"

"<Settings (Harmonics)>"
"PLL Source","U3"
"Order","1 To 50"
"THD Formula","Total"

"Store No.","Date","Time","Urms-E1","Umn-E1","Urmn-E1","Udc-E1","Uac-E1","Irms-E1","Imn-E1","Irmn-E1","Idc-E1","Iac-E1","P-E1","S-E1","Q-E1","PF-E1","DEG-E1","FU-E1","FI-E1","U+pk-E1","U-pk-E1","I+pk-E1","I-pk-E1","CfU-E1","CfI-E1","Time-E1","Wp-E1","Wp+-E1","Wp--E1","q-E1","q+-E1","q--E1","WS-E1","WQ-E1","Urms-E2","Umn-E2","Urmn-E2","Udc-E2","Uac-E2","Irms-E2","Imn-E2","Irmn-E2","Idc-E2","Iac-E2","P-E2","S-E2","Q-E2","PF-E2","DEG-E2","FU-E2","FI-E2","U+pk-E2","U-pk-E2","I+pk-E2","I-pk-E2","CfU-E2","CfI-E2","Time-E2","Wp-E2","Wp+-E2","Wp--E2","q-E2","q+-E2","q--E2","WS-E2","WQ-E2","eta1","eta2"
  725,  2025/12/19,11:59:31,5.1501E+00,5.7178E+00,5.1478E+00,5.1478E+00,153.71E-03,24.278E-03,26.706E-03,24.044E-03,24.044E-03,3.3631E-03,123.99E-03,125.03E-03,16.111E-03,0.9917E+00,7.40E+00,Error,NAN,5.2151E+00,5.0894E+00,37.919E-03,8.9169E-03,1.013E+00,1.562E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-747.25E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,4.7281E-06,0.00E-03,160.97E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,54.980E-03,-56.252E-03,6.6811E-03,-6.0221E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  726,  2025/12/19,11:59:31,5.1497E+00,5.7174E+00,5.1475E+00,5.1475E+00,149.80E-03,24.186E-03,26.593E-03,23.942E-03,23.942E-03,3.4290E-03,123.45E-03,124.55E-03,16.543E-03,0.9911E+00,7.63E+00,Error,NAN,5.2167E+00,5.0783E+00,39.239E-03,9.4248E-03,1.013E+00,1.622E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-344.87E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-16.284E-06,0.00E-03,186.37E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,64.514E-03,-57.841E-03,5.6648E-03,-7.5973E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  727,  2025/12/19,11:59:31,5.1507E+00,5.7184E+00,5.1484E+00,5.1484E+00,153.80E-03,24.285E-03,26.728E-03,24.064E-03,24.064E-03,3.2677E-03,124.12E-03,125.08E-03,15.533E-03,0.9923E+00,7.13E+00,Error,NAN,5.2199E+00,5.0910E+00,38.224E-03,8.3582E-03,1.013E+00,1.574E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-376.83E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,23.793E-06,0.00E-03,17.320E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-54.663E-03,5.8172E-03,-5.7680E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  728,  2025/12/19,11:59:31,5.1528E+00,5.7209E+00,5.1506E+00,5.1506E+00,149.89E-03,24.333E-03,26.696E-03,24.035E-03,24.035E-03,3.7951E-03,124.00E-03,125.38E-03,18.565E-03,0.9890E+00,8.51E+00,Error,NAN,5.2215E+00,5.0910E+00,40.509E-03,2.1108E-03,1.013E+00,1.665E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-498.12E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-21.665E-06,0.00E-03,93.595E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,78.815E-03,-59.430E-03,6.1221E-03,-5.7172E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  729,  2025/12/19,11:59:32,5.1536E+00,5.7216E+00,5.1513E+00,5.1513E+00,153.93E-03,24.371E-03,26.687E-03,24.027E-03,24.027E-03,4.0820E-03,124.01E-03,125.60E-03,19.898E-03,0.9874E+00,9.12E+00,Error,NAN,5.2390E+00,5.0862E+00,40.712E-03,-22.421E-06,1.017E+00,1.671E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-339.83E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-41.702E-06,0.00E-03,714.83E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,64.514E-03,-62.608E-03,5.8681E-03,-6.8351E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  730,  2025/12/19,11:59:32,5.1541E+00,5.7223E+00,5.1519E+00,5.1519E+00,149.95E-03,24.349E-03,26.649E-03,23.993E-03,23.993E-03,4.1501E-03,123.84E-03,125.50E-03,20.350E-03,0.9868E+00,9.33E+00,Error,NAN,5.2326E+00,5.0926E+00,41.474E-03,-73.212E-06,1.015E+00,1.703E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-409.50E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-32.007E-06,0.00E-03,615.71E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,54.980E-03,-57.841E-03,6.1221E-03,-6.1745E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  731,  2025/12/19,11:59:32,5.1534E+00,5.7214E+00,5.1511E+00,5.1511E+00,153.91E-03,24.386E-03,26.712E-03,24.049E-03,24.049E-03,4.0408E-03,124.10E-03,125.67E-03,19.799E-03,0.9875E+00,9.06E+00,Error,NAN,5.2294E+00,5.0878E+00,42.947E-03,-225.59E-06,1.015E+00,1.761E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-697.31E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-45.770E-06,0.00E-03,602.00E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-56.252E-03,6.1729E-03,-6.2253E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  732,  2025/12/19,11:59:32,5.1542E+00,5.7225E+00,5.1520E+00,5.1520E+00,149.95E-03,24.394E-03,26.708E-03,24.046E-03,24.046E-03,4.1087E-03,124.12E-03,125.73E-03,20.057E-03,0.9872E+00,9.18E+00,Error,NAN,5.2247E+00,5.0830E+00,40.306E-03,231.54E-06,1.014E+00,1.652E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-470.04E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-15.450E-06,0.00E-03,86.291E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-54.663E-03,5.6140E-03,-6.2761E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  733,  2025/12/19,11:59:32,5.1543E+00,5.7224E+00,5.1520E+00,5.1520E+00,153.91E-03,24.322E-03,26.622E-03,23.968E-03,23.968E-03,4.1307E-03,123.73E-03,125.36E-03,20.177E-03,0.9870E+00,9.26E+00,Error,NAN,5.2294E+00,5.0958E+00,45.182E-03,1.5521E-03,1.015E+00,1.858E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-596.36E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-2.4391E-06,0.00E-03,29.028E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,64.514E-03,-53.074E-03,6.6302E-03,-6.0221E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  734,  2025/12/19,11:59:32,5.1534E+00,5.7215E+00,5.1512E+00,5.1512E+00,149.92E-03,24.413E-03,26.739E-03,24.073E-03,24.073E-03,4.0577E-03,124.24E-03,125.81E-03,19.820E-03,0.9875E+00,9.06E+00,Error,NAN,5.2438E+00,5.0878E+00,42.896E-03,-73.212E-06,1.018E+00,1.757E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-806.47E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-5.6861E-06,0.00E-03,554.88E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-61.019E-03,6.1221E-03,-6.7843E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  735,  2025/12/19,11:59:32,5.1534E+00,5.7215E+00,5.1511E+00,5.1511E+00,153.83E-03,24.365E-03,26.686E-03,24.026E-03,24.026E-03,4.0518E-03,123.97E-03,125.56E-03,19.946E-03,0.9873E+00,9.14E+00,Error,NAN,5.2151E+00,5.0910E+00,41.576E-03,1.0950E-03,1.012E+00,1.706E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-588.47E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-62.313E-06,0.00E-03,-22.261E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,64.514E-03,-56.252E-03,5.6648E-03,-5.8188E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  736,  2025/12/19,11:59:32,5.1544E+00,5.7227E+00,5.1522E+00,5.1522E+00,149.95E-03,24.366E-03,26.664E-03,24.006E-03,24.005E-03,4.1788E-03,123.91E-03,125.59E-03,20.499E-03,0.9866E+00,9.39E+00,Error,NAN,5.2294E+00,5.0973E+00,42.541E-03,-1.5462E-03,1.015E+00,1.746E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-646.53E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-46.548E-06,0.00E-03,141.67E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,66.103E-03,-61.019E-03,7.5957E-03,-5.8188E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  737,  2025/12/19,11:59:32,5.1542E+00,5.7223E+00,5.1519E+00,5.1519E+00,153.93E-03,24.313E-03,26.609E-03,23.957E-03,23.956E-03,4.1459E-03,123.63E-03,125.31E-03,20.434E-03,0.9866E+00,9.38E+00,Error,NAN,5.2294E+00,5.0894E+00,44.166E-03,-1.4446E-03,1.015E+00,1.817E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-744.88E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-5.4814E-06,0.00E-03,283.20E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,54.980E-03,-56.252E-03,6.7827E-03,-6.5302E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  738,  2025/12/19,11:59:32,5.1555E+00,5.7239E+00,5.1534E+00,5.1534E+00,150.00E-03,24.378E-03,26.668E-03,24.010E-03,24.009E-03,4.2243E-03,123.98E-03,125.68E-03,20.613E-03,0.9865E+00,9.44E+00,Error,NAN,5.2247E+00,5.0973E+00,41.830E-03,-2.1557E-03,1.013E+00,1.716E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-423.08E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-523.67E-09,0.00E-03,-11.223E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-56.252E-03,5.8681E-03,-6.3778E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  739,  2025/12/19,11:59:33,5.1540E+00,5.7222E+00,5.1518E+00,5.1518E+00,149.96E-03,24.354E-03,26.672E-03,24.013E-03,24.013E-03,4.0625E-03,123.94E-03,125.52E-03,19.845E-03,0.9874E+00,9.10E+00,Error,NAN,5.2326E+00,5.0894E+00,42.795E-03,-835.08E-06,1.015E+00,1.757E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-755.33E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,8.1179E-06,0.00E-03,70.955E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-56.252E-03,6.2237E-03,-6.4794E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  740,  2025/12/19,11:59:33,5.1542E+00,5.7223E+00,5.1519E+00,5.1519E+00,153.86E-03,24.340E-03,26.658E-03,24.000E-03,24.000E-03,4.0545E-03,123.92E-03,125.45E-03,19.582E-03,0.9877E+00,8.98E+00,Error,NAN,5.2326E+00,5.0878E+00,41.322E-03,383.91E-06,1.015E+00,1.698E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-170.22E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-59.369E-06,0.00E-03,665.01E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,53.391E-03,-62.608E-03,5.9697E-03,-6.7334E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  741,  2025/12/19,11:59:33,5.1549E+00,5.7232E+00,5.1527E+00,5.1527E+00,149.96E-03,24.395E-03,26.680E-03,24.021E-03,24.020E-03,4.2603E-03,124.03E-03,125.75E-03,20.770E-03,0.9863E+00,9.51E+00,Error,NAN,5.2263E+00,5.0862E+00,41.271E-03,-1.7493E-03,1.014E+00,1.692E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-453.16E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-8.9247E-06,0.00E-03,-65.992E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,62.925E-03,-57.841E-03,7.3416E-03,-6.2253E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  742,  2025/12/19,11:59:33,5.1540E+00,5.7221E+00,5.1517E+00,5.1517E+00,153.90E-03,24.381E-03,26.682E-03,24.022E-03,24.022E-03,4.1704E-03,123.98E-03,125.66E-03,20.454E-03,0.9867E+00,9.37E+00,Error,NAN,5.2231E+00,5.0830E+00,42.388E-03,-987.46E-06,1.013E+00,1.739E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-692.20E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,980.75E-09,0.00E-03,152.60E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-64.197E-03,6.1221E-03,-6.2253E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  743,  2025/12/19,11:59:33,5.1545E+00,5.7228E+00,5.1523E+00,5.1523E+00,149.90E-03,24.354E-03,26.640E-03,23.984E-03,23.984E-03,4.2266E-03,123.80E-03,125.53E-03,20.780E-03,0.9862E+00,9.53E+00,Error,NAN,5.2231E+00,5.0830E+00,41.017E-03,333.12E-06,1.013E+00,1.684E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-591.04E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,5.2534E-06,0.00E-03,-58.515E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-62.608E-03,6.8335E-03,-5.9713E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  744,  2025/12/19,11:59:34,5.1546E+00,5.7228E+00,5.1523E+00,5.1523E+00,153.99E-03,24.427E-03,26.730E-03,24.065E-03,24.065E-03,4.1878E-03,124.21E-03,125.91E-03,20.599E-03,0.9865E+00,9.42E+00,Error,NAN,5.2247E+00,5.0783E+00,38.985E-03,-784.29E-06,1.014E+00,1.596E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-523.77E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-298.16E-09,0.00E-03,94.736E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-59.430E-03,5.9697E-03,-6.3269E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  745,  2025/12/19,11:59:34,5.1542E+00,5.7224E+00,5.1520E+00,5.1520E+00,149.93E-03,24.282E-03,26.597E-03,23.946E-03,23.946E-03,4.0272E-03,123.59E-03,125.15E-03,19.749E-03,0.9875E+00,9.08E+00,Error,NAN,5.2310E+00,5.0958E+00,42.388E-03,536.29E-06,1.015E+00,1.746E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-609.93E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-6.6748E-06,0.00E-03,36.576E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-62.608E-03,6.5794E-03,-5.9204E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  746,  2025/12/19,11:59:34,5.1550E+00,5.7233E+00,5.1528E+00,5.1528E+00,149.99E-03,24.322E-03,26.633E-03,23.978E-03,23.978E-03,4.0803E-03,123.72E-03,125.38E-03,20.332E-03,0.9868E+00,9.33E+00,Error,NAN,5.2294E+00,5.0862E+00,42.541E-03,-530.34E-06,1.014E+00,1.749E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-559.29E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-37.179E-06,0.00E-03,523.17E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-56.252E-03,6.9351E-03,-6.4286E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  747,  2025/12/19,11:59:34,5.1544E+00,5.7226E+00,5.1521E+00,5.1521E+00,153.93E-03,24.321E-03,26.608E-03,23.955E-03,23.955E-03,4.1987E-03,123.65E-03,125.36E-03,20.635E-03,0.9864E+00,9.47E+00,Error,NAN,5.2279E+00,5.0878E+00,43.252E-03,1.3997E-03,1.014E+00,1.778E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-535.22E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-35.454E-06,0.00E-03,162.65E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-56.252E-03,7.0367E-03,-6.7843E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  748,  2025/12/19,11:59:34,5.1548E+00,5.7231E+00,5.1526E+00,5.1526E+00,149.95E-03,24.344E-03,26.621E-03,23.967E-03,23.967E-03,4.2672E-03,123.74E-03,125.49E-03,20.844E-03,0.9861E+00,9.56E+00,Error,NAN,5.2374E+00,5.0910E+00,41.728E-03,-327.17E-06,1.016E+00,1.714E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-738.45E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-89.809E-06,0.00E-03,601.26E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-64.197E-03,6.9351E-03,-6.8351E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  749,  2025/12/19,11:59:34,5.1545E+00,5.7227E+00,5.1522E+00,5.1522E+00,153.86E-03,24.352E-03,26.658E-03,24.000E-03,24.000E-03,4.1277E-03,123.89E-03,125.52E-03,20.219E-03,0.9869E+00,9.27E+00,Error,NAN,5.2358E+00,5.0846E+00,40.103E-03,-1.2414E-03,1.016E+00,1.647E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-737.39E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-17.298E-06,0.00E-03,232.38E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,61.336E-03,-61.019E-03,5.8172E-03,-6.2761E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  750,  2025/12/19,11:59:34,5.1543E+00,5.7226E+00,5.1522E+00,5.1522E+00,149.95E-03,24.277E-03,26.578E-03,23.928E-03,23.928E-03,4.0977E-03,123.52E-03,125.13E-03,19.998E-03,0.9871E+00,9.20E+00,Error,NAN,5.2279E+00,5.0878E+00,40.154E-03,-631.92E-06,1.014E+00,1.654E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-502.13E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-26.940E-06,0.00E-03,314.64E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,54.980E-03,-61.019E-03,7.3416E-03,-5.3615E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  751,  2025/12/19,11:59:35,5.1549E+00,5.7231E+00,5.1526E+00,5.1526E+00,153.96E-03,24.328E-03,26.633E-03,23.978E-03,23.978E-03,4.1110E-03,123.79E-03,125.41E-03,20.065E-03,0.9871E+00,9.21E+00,Error,NAN,5.2310E+00,5.0926E+00,42.693E-03,637.87E-06,1.015E+00,1.755E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-628.42E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-48.629E-06,0.00E-03,496.29E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-64.197E-03,6.5794E-03,-5.6664E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  752,  2025/12/19,11:59:35,5.1541E+00,5.7223E+00,5.1519E+00,5.1519E+00,149.96E-03,24.274E-03,26.583E-03,23.934E-03,23.933E-03,4.0546E-03,123.53E-03,125.11E-03,19.861E-03,0.9873E+00,9.13E+00,Error,NAN,5.2358E+00,5.0846E+00,39.696E-03,-428.75E-06,1.016E+00,1.635E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-706.53E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-32.931E-06,0.00E-03,258.97E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-72.142E-03,6.6302E-03,-6.2761E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  753,  2025/12/19,11:59:35,5.1549E+00,5.7231E+00,5.1526E+00,5.1526E+00,153.88E-03,24.326E-03,26.628E-03,23.974E-03,23.974E-03,4.1264E-03,123.76E-03,125.40E-03,20.189E-03,0.9870E+00,9.26E+00,Error,NAN,5.2294E+00,5.0830E+00,40.306E-03,79.162E-06,1.014E+00,1.657E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-829.10E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-20.152E-06,0.00E-03,493.43E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,61.336E-03,-54.663E-03,6.1221E-03,-6.0729E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  754,  2025/12/19,11:59:35,5.1546E+00,5.7228E+00,5.1523E+00,5.1523E+00,153.94E-03,24.272E-03,26.557E-03,23.910E-03,23.910E-03,4.1783E-03,123.42E-03,125.12E-03,20.554E-03,0.9864E+00,9.46E+00,Error,NAN,5.2358E+00,5.0926E+00,41.423E-03,129.95E-06,1.016E+00,1.707E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-538.39E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,12.784E-06,0.00E-03,-225.70E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-62.608E-03,6.1729E-03,-6.2761E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  755,  2025/12/19,11:59:35,5.1550E+00,5.7234E+00,5.1528E+00,5.1528E+00,149.97E-03,24.292E-03,26.582E-03,23.933E-03,23.932E-03,4.1668E-03,123.55E-03,125.22E-03,20.420E-03,0.9866E+00,9.39E+00,Error,NAN,5.2422E+00,5.0878E+00,41.068E-03,-3.8318E-03,1.017E+00,1.691E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-622.29E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-7.3535E-06,0.00E-03,-394.90E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-72.142E-03,5.9697E-03,-6.0729E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
