"Model","WT500 (760203)"
"Comment",""
"Version","1.31"
"Date","2025/12/19"
"Time","12:02:11"

"<Settings>"
"Wiring","NONE"
"Element","Element1","Element2","Element3"
"Module","1kV40A","1kV40A","1kV40A"
"Wiring","1P2W","1P2W","1P2W"
"Voltage Range","15V","15V","15V"
"Terminal","Direct","Direct","Direct"
"Current Range","   500mA","   500mA","   500mA"
"Sensor Ratio","10.0000","10.0000","10.0000"
"Line Filter","Off","Off","Off"
"Frequency Filter","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000"
"Sync Source","U1","U1","U1"
"Average","Off"
"F1","Off"
"F2","Off"
"F3","Off"
"F4","Off"
"F5","Off"
"F6","Off"
"F7","Off"
"F8","Off"
"S,Q Formula","Type 1"
"Phase Angle","180 degree"
"Max Hold","Off"
"Null","Off"
"Measurement Mode","Normal Mode"
"Update Rate","100ms"
"Crest Factor","3"
"Delta Measure Mode","RMS"

"<Settings (Harmonics)>"
"PLL Source","U3"
"Order","1 To 50"
"THD Formula","Total"

"Store No.","Date","Time","Urms-E1","Umn-E1","Urmn-E1","Udc-E1","Uac-E1","Irms-E1","Imn-E1","Irmn-E1","Idc-E1","Iac-E1","P-E1","S-E1","Q-E1","PF-E1","DEG-E1","FU-E1","FI-E1","U+pk-E1","U-pk-E1","I+pk-E1","I-pk-E1","CfU-E1","CfI-E1","Time-E1","Wp-E1","Wp+-E1","Wp--E1","q-E1","q+-E1","q--E1","WS-E1","WQ-E1","Urms-E2","Umn-E2","Urmn-E2","Udc-E2","Uac-E2","Irms-E2","Imn-E2","Irmn-E2","Idc-E2","Iac-E2","P-E2","S-E2","Q-E2","PF-E2","DEG-E2","FU-E2","FI-E2","U+pk-E2","U-pk-E2","I+pk-E2","I-pk-E2","CfU-E2","CfI-E2","Time-E2","Wp-E2","Wp+-E2","Wp--E2","q-E2","q+-E2","q--E2","WS-E2","WQ-E2","eta1","eta2"
  301,  2025/12/19,11:58:35,5.1535E+00,5.7215E+00,5.1512E+00,5.1512E+00,153.93E-03,24.459E-03,26.750E-03,24.084E-03,24.083E-03,4.2715E-03,124.28E-03,126.05E-03,21.040E-03,0.9860E+00,9.61E+00,Error,NAN,5.2279E+00,5.0878E+00,40.509E-03,-479.54E-06,1.014E+00,1.656E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-281.33E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-26.090E-06,0.00E-03,340.75E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-59.430E-03,6.9351E-03,-5.9713E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  302,  2025/12/19,11:58:35,5.1537E+00,5.7219E+00,5.1515E+00,5.1515E+00,149.94E-03,24.427E-03,26.731E-03,24.066E-03,24.065E-03,4.1890E-03,124.19E-03,125.89E-03,20.583E-03,0.9865E+00,9.41E+00,Error,NAN,5.2279E+00,5.0830E+00,40.915E-03,-2.5620E-03,1.014E+00,1.675E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,42.698E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-41.017E-06,0.00E-03,-102.16E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-59.430E-03,6.7827E-03,-6.0729E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  303,  2025/12/19,11:58:35,5.1519E+00,5.7197E+00,5.1496E+00,5.1496E+00,153.90E-03,24.389E-03,26.684E-03,24.024E-03,24.024E-03,4.2018E-03,123.97E-03,125.65E-03,20.476E-03,0.9866E+00,9.38E+00,Error,NAN,5.2358E+00,5.0814E+00,43.607E-03,1.0950E-03,1.016E+00,1.788E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-375.06E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-74.841E-06,0.00E-03,524.51E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-54.663E-03,6.5794E-03,-6.3269E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  304,  2025/12/19,11:58:35,5.1520E+00,5.7200E+00,5.1498E+00,5.1498E+00,149.86E-03,24.393E-03,26.677E-03,24.018E-03,24.018E-03,4.2627E-03,123.91E-03,125.67E-03,20.953E-03,0.9860E+00,9.60E+00,Error,NAN,5.2183E+00,5.0894E+00,41.881E-03,891.83E-06,1.013E+00,1.717E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-505.98E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-39.996E-06,0.00E-03,559.52E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,58.158E-03,-61.019E-03,5.7156E-03,-6.3269E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  305,  2025/12/19,11:58:35,5.1539E+00,5.7220E+00,5.1516E+00,5.1516E+00,153.93E-03,24.348E-03,26.660E-03,24.002E-03,24.002E-03,4.0911E-03,123.87E-03,125.49E-03,20.077E-03,0.9871E+00,9.21E+00,Error,NAN,5.2310E+00,5.0814E+00,39.138E-03,-1.1398E-03,1.015E+00,1.607E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-147.61E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-39.246E-06,0.00E-03,689.62E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,62.925E-03,-62.608E-03,6.9859E-03,-5.9204E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  306,  2025/12/19,11:58:35,5.1533E+00,5.7215E+00,5.1512E+00,5.1512E+00,149.89E-03,24.353E-03,26.656E-03,23.999E-03,23.999E-03,4.1402E-03,123.88E-03,125.50E-03,20.127E-03,0.9871E+00,9.23E+00,Error,NAN,5.2326E+00,5.0910E+00,41.373E-03,2.9235E-03,1.015E+00,1.699E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-195.62E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-9.4004E-06,0.00E-03,272.55E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,62.925E-03,-64.197E-03,6.0205E-03,-6.4794E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  307,  2025/12/19,11:58:35,5.1533E+00,5.7213E+00,5.1510E+00,5.1510E+00,153.88E-03,24.383E-03,26.684E-03,24.024E-03,24.024E-03,4.1661E-03,123.98E-03,125.65E-03,20.427E-03,0.9867E+00,9.36E+00,Error,NAN,5.2215E+00,5.0846E+00,42.541E-03,2.8219E-03,1.013E+00,1.745E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-404.16E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,1.9868E-06,0.00E-03,177.31E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-59.430E-03,6.6811E-03,-5.8696E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  308,  2025/12/19,11:58:35,5.1539E+00,5.7220E+00,5.1516E+00,5.1516E+00,153.93E-03,24.375E-03,26.674E-03,24.015E-03,24.015E-03,4.1759E-03,123.96E-03,125.63E-03,20.405E-03,0.9867E+00,9.35E+00,Error,NAN,5.2263E+00,5.0926E+00,41.017E-03,434.70E-06,1.014E+00,1.683E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-138.97E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,14.170E-06,0.00E-03,-516.35E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,67.692E-03,-61.019E-03,6.6811E-03,-6.3778E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  309,  2025/12/19,11:58:35,5.1541E+00,5.7223E+00,5.1519E+00,5.1519E+00,149.93E-03,24.326E-03,26.635E-03,23.980E-03,23.979E-03,4.0935E-03,123.79E-03,125.38E-03,19.880E-03,0.9873E+00,9.12E+00,Error,NAN,5.2247E+00,5.0814E+00,42.033E-03,-2.2065E-03,1.014E+00,1.728E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-312.44E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,29.692E-06,0.00E-03,-1.3919E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,66.103E-03,-67.375E-03,5.7664E-03,-7.0891E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  310,  2025/12/19,11:58:36,5.1542E+00,5.7224E+00,5.1519E+00,5.1519E+00,153.91E-03,24.376E-03,26.693E-03,24.032E-03,24.032E-03,4.0829E-03,124.05E-03,125.64E-03,19.893E-03,0.9874E+00,9.11E+00,Error,NAN,5.2374E+00,5.0862E+00,40.357E-03,-1.0890E-03,1.016E+00,1.656E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-225.83E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,14.637E-06,0.00E-03,439.04E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-61.019E-03,6.6302E-03,-7.6481E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  311,  2025/12/19,11:58:36,5.1525E+00,5.7206E+00,5.1503E+00,5.1503E+00,149.87E-03,24.365E-03,26.722E-03,24.058E-03,24.058E-03,3.8521E-03,124.15E-03,125.54E-03,18.608E-03,0.9890E+00,8.52E+00,Error,NAN,5.2310E+00,5.0830E+00,40.814E-03,536.29E-06,1.015E+00,1.675E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-494.11E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-6.4343E-06,0.00E-03,1.2311E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-59.430E-03,5.9189E-03,-6.3269E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  312,  2025/12/19,11:58:36,5.1497E+00,5.7173E+00,5.1474E+00,5.1474E+00,153.78E-03,24.323E-03,26.765E-03,24.097E-03,24.097E-03,3.3119E-03,124.26E-03,125.26E-03,15.746E-03,0.9921E+00,7.22E+00,Error,NAN,5.2199E+00,5.0687E+00,39.493E-03,10.085E-03,1.014E+00,1.624E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-341.59E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-21.634E-06,0.00E-03,27.241E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-67.375E-03,6.4778E-03,-6.4794E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  313,  2025/12/19,11:58:36,5.1503E+00,5.7182E+00,5.1482E+00,5.1482E+00,149.77E-03,24.243E-03,26.674E-03,24.015E-03,24.015E-03,3.3153E-03,123.86E-03,124.86E-03,15.770E-03,0.9920E+00,7.26E+00,Error,NAN,5.2183E+00,5.0798E+00,37.106E-03,8.5105E-03,1.013E+00,1.531E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-705.02E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,18.379E-06,0.00E-03,10.838E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,62.925E-03,-57.841E-03,7.1892E-03,-5.9713E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  314,  2025/12/19,11:58:36,5.1496E+00,5.7173E+00,5.1473E+00,5.1473E+00,153.76E-03,24.204E-03,26.619E-03,23.966E-03,23.966E-03,3.3874E-03,123.60E-03,124.64E-03,16.049E-03,0.9917E+00,7.40E+00,Error,NAN,5.2279E+00,5.0814E+00,37.563E-03,7.6979E-03,1.015E+00,1.552E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-219.49E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-13.318E-06,0.00E-03,402.48E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,61.336E-03,-57.841E-03,7.3924E-03,-6.2253E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  315,  2025/12/19,11:58:36,5.1496E+00,5.7174E+00,5.1474E+00,5.1474E+00,149.83E-03,24.207E-03,26.615E-03,23.962E-03,23.962E-03,3.4386E-03,123.55E-03,124.66E-03,16.557E-03,0.9911E+00,7.63E+00,Error,NAN,5.2183E+00,5.0830E+00,38.173E-03,8.1042E-03,1.013E+00,1.577E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,52.057E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-192.33E-09,0.00E-03,252.41E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,54.980E-03,-61.019E-03,6.3762E-03,-6.3269E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  316,  2025/12/19,11:58:36,5.1498E+00,5.7174E+00,5.1475E+00,5.1475E+00,153.75E-03,24.081E-03,26.481E-03,23.842E-03,23.842E-03,3.3881E-03,122.95E-03,124.01E-03,16.193E-03,0.9914E+00,7.50E+00,Error,NAN,5.2183E+00,5.0862E+00,37.005E-03,4.5488E-03,1.013E+00,1.537E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-334.10E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,-34.624E-06,0.00E-03,247.74E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,61.336E-03,-56.252E-03,6.3762E-03,-5.6664E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  317,  2025/12/19,11:58:36,5.1499E+00,5.7177E+00,5.1477E+00,5.1477E+00,149.78E-03,24.198E-03,26.628E-03,23.974E-03,23.974E-03,3.2835E-03,123.62E-03,124.61E-03,15.742E-03,0.9920E+00,7.26E+00,Error,NAN,5.2151E+00,5.0830E+00,35.836E-03,9.1200E-03,1.013E+00,1.481E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-667.42E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,1.2239E-06,0.00E-03,354.08E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,62.925E-03,-54.663E-03,6.8843E-03,-6.0221E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  318,  2025/12/19,11:58:36,5.1494E+00,5.7170E+00,5.1471E+00,5.1471E+00,153.77E-03,24.231E-03,26.649E-03,23.993E-03,23.993E-03,3.3929E-03,123.73E-03,124.78E-03,16.166E-03,0.9916E+00,7.44E+00,Error,NAN,5.2167E+00,5.0862E+00,37.868E-03,9.1708E-03,1.013E+00,1.563E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-301.07E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,524.40E-09,0.00E-03,720.84E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,54.980E-03,-62.608E-03,6.0713E-03,-5.7172E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  319,  2025/12/19,11:58:36,5.1516E+00,5.7195E+00,5.1494E+00,5.1494E+00,149.88E-03,24.279E-03,26.606E-03,23.954E-03,23.954E-03,3.9596E-03,123.56E-03,125.07E-03,19.400E-03,0.9879E+00,8.92E+00,Error,NAN,5.2151E+00,5.0894E+00,40.052E-03,383.91E-06,1.012E+00,1.650E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-220.02E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,4.0830E-06,0.00E-03,-474.50E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-57.841E-03,6.5286E-03,-5.8188E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  320,  2025/12/19,11:58:37,5.1549E+00,5.7233E+00,5.1527E+00,5.1527E+00,149.99E-03,24.448E-03,26.738E-03,24.073E-03,24.072E-03,4.2673E-03,124.23E-03,126.03E-03,21.204E-03,0.9857E+00,9.69E+00,Error,NAN,5.2247E+00,5.0926E+00,41.271E-03,-1.1906E-03,1.014E+00,1.688E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-48.887E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,518.45E-09,0.00E-03,253.58E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,66.103E-03,-59.430E-03,5.7156E-03,-6.5810E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  321,  2025/12/19,11:58:37,5.1543E+00,5.7224E+00,5.1520E+00,5.1520E+00,153.89E-03,24.374E-03,26.694E-03,24.033E-03,24.033E-03,4.0675E-03,124.05E-03,125.63E-03,19.880E-03,0.9874E+00,9.10E+00,Error,NAN,5.2215E+00,5.0830E+00,42.642E-03,-2.0033E-03,1.013E+00,1.749E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-157.12E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,21.353E-06,0.00E-03,-12.746E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,56.569E-03,-68.964E-03,6.3254E-03,-6.4794E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  322,  2025/12/19,11:58:37,5.1542E+00,5.7225E+00,5.1521E+00,5.1521E+00,149.96E-03,24.389E-03,26.713E-03,24.050E-03,24.050E-03,4.0490E-03,124.12E-03,125.70E-03,19.905E-03,0.9874E+00,9.11E+00,Error,NAN,5.2247E+00,5.0830E+00,41.017E-03,-73.212E-06,1.014E+00,1.682E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-327.49E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,53.437E-06,0.00E-03,327.58E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-57.841E-03,6.4778E-03,-6.2253E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  323,  2025/12/19,11:58:38,5.1544E+00,5.7225E+00,5.1521E+00,5.1521E+00,153.99E-03,24.395E-03,26.697E-03,24.036E-03,24.036E-03,4.1728E-03,124.07E-03,125.74E-03,20.430E-03,0.9867E+00,9.35E+00,Error,NAN,5.2310E+00,5.0846E+00,42.744E-03,-22.421E-06,1.015E+00,1.752E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-211.92E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,39.630E-06,0.00E-03,151.01E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,67.692E-03,-54.663E-03,6.4778E-03,-6.4286E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  324,  2025/12/19,11:58:38,5.1545E+00,5.7228E+00,5.1523E+00,5.1523E+00,149.95E-03,24.353E-03,26.660E-03,24.002E-03,24.002E-03,4.1180E-03,123.89E-03,125.53E-03,20.210E-03,0.9870E+00,9.26E+00,Error,NAN,5.2358E+00,5.0814E+00,41.728E-03,688.66E-06,1.016E+00,1.713E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-388.49E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,41.658E-06,0.00E-03,384.82E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-62.608E-03,6.0205E-03,-5.9713E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  325,  2025/12/19,11:58:38,5.1544E+00,5.7226E+00,5.1521E+00,5.1521E+00,153.93E-03,24.397E-03,26.703E-03,24.041E-03,24.040E-03,4.1549E-03,124.10E-03,125.75E-03,20.341E-03,0.9868E+00,9.31E+00,Error,NAN,5.2310E+00,5.0894E+00,41.779E-03,-2.4604E-03,1.015E+00,1.712E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-281.86E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,30.294E-06,0.00E-03,265.77E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-68.964E-03,5.9189E-03,-6.3269E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  326,  2025/12/19,11:58:38,5.1550E+00,5.7233E+00,5.1528E+00,5.1528E+00,149.99E-03,24.415E-03,26.713E-03,24.050E-03,24.050E-03,4.2068E-03,124.14E-03,125.86E-03,20.714E-03,0.9864E+00,9.47E+00,Error,NAN,5.2215E+00,5.0862E+00,40.306E-03,-1.0890E-03,1.013E+00,1.651E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-859.11E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,94.234E-06,0.00E-03,-213.00E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,51.802E-03,-57.841E-03,6.4778E-03,-5.8696E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  327,  2025/12/19,11:58:38,5.1528E+00,5.7208E+00,5.1505E+00,5.1505E+00,153.87E-03,24.395E-03,26.705E-03,24.043E-03,24.043E-03,4.1253E-03,124.07E-03,125.70E-03,20.197E-03,0.9870E+00,9.25E+00,Error,NAN,5.2358E+00,5.0910E+00,40.255E-03,434.70E-06,1.016E+00,1.650E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-522.53E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,55.895E-06,0.00E-03,437.59E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,66.103E-03,-62.608E-03,6.2237E-03,-7.3432E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  328,  2025/12/19,11:58:38,5.1526E+00,5.7207E+00,5.1505E+00,5.1505E+00,149.89E-03,24.409E-03,26.722E-03,24.059E-03,24.059E-03,4.1219E-03,124.14E-03,125.77E-03,20.194E-03,0.9870E+00,9.24E+00,Error,NAN,5.2167E+00,5.0783E+00,40.154E-03,1.6029E-03,1.012E+00,1.645E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-280.02E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,37.634E-06,0.00E-03,220.87E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-62.608E-03,5.6140E-03,-6.4286E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  329,  2025/12/19,11:58:38,5.1520E+00,5.7198E+00,5.1497E+00,5.1497E+00,153.80E-03,24.352E-03,26.669E-03,24.011E-03,24.011E-03,4.0604E-03,123.90E-03,125.46E-03,19.689E-03,0.9876E+00,9.03E+00,Error,NAN,5.2199E+00,5.0894E+00,40.865E-03,3.4314E-03,1.013E+00,1.678E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-615.75E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,39.504E-06,0.00E-03,81.249E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,54.980E-03,-59.430E-03,5.8172E-03,-6.6318E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  330,  2025/12/19,11:58:38,5.1545E+00,5.7227E+00,5.1523E+00,5.1523E+00,149.93E-03,24.341E-03,26.652E-03,23.995E-03,23.995E-03,4.0923E-03,123.86E-03,125.47E-03,20.046E-03,0.9872E+00,9.19E+00,Error,NAN,5.2310E+00,5.0830E+00,40.204E-03,-530.34E-06,1.015E+00,1.652E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-326.48E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,47.350E-06,0.00E-03,-219.94E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,61.336E-03,-65.786E-03,6.1729E-03,-6.0221E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  331,  2025/12/19,11:58:38,5.1543E+00,5.7225E+00,5.1520E+00,5.1520E+00,153.93E-03,24.365E-03,26.676E-03,24.017E-03,24.017E-03,4.1031E-03,123.96E-03,125.58E-03,20.112E-03,0.9871E+00,9.22E+00,Error,NAN,5.2374E+00,5.0926E+00,41.271E-03,129.95E-06,1.016E+00,1.694E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-363.08E-06,0.000E+00,0.00E-03,0.00E-03,0.00E-03,16.192E-06,0.00E-03,274.99E-09,0.0000E+00,0.0000E+00,Error,Error,Error,NAN,59.747E-03,-68.964E-03,6.5794E-03,-6.0221E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
