"Model","WT500 (760203)"
"Comment",""
"Version","1.31"
"Date","2026/03/17"
"Time","10:46:33"

"<Settings>"
"Wiring","NONE"
"Element","Element1","Element2","Element3"
"Module","1kV40A","1kV40A","1kV40A"
"Wiring","1P2W","1P2W","1P2W"
"Voltage Range","300V","15V","15V"
"Terminal","Direct","Direct","Direct"
"Current Range","     10A","      1A","     10A"
"Sensor Ratio","10.0000","10.0000","10.0000"
"Line Filter","Off","Off","Off"
"Frequency Filter","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000"
"Sync Source","U1","U1","U1"
"Average","Off"
"F1","Off"
"F2","Off"
"F3","Off"
"F4","Off"
"F5","Off"
"F6","Off"
"F7","Off"
"F8","Off"
"S,Q Formula","Type 1"
"Phase Angle","180 degree"
"Max Hold","Off"
"Null","Off"
"Measurement Mode","Normal Mode"
"Update Rate","100ms"
"Crest Factor","3"
"Delta Measure Mode","RMS"

"<Settings (Harmonics)>"
"PLL Source","U3"
"Order","1 To 50"
"THD Formula","Total"

"Store No.","Date","Time","Urms-E1","Umn-E1","Urmn-E1","Udc-E1","Uac-E1","Irms-E1","Imn-E1","Irmn-E1","Idc-E1","Iac-E1","P-E1","S-E1","Q-E1","PF-E1","DEG-E1","FU-E1","FI-E1","U+pk-E1","U-pk-E1","I+pk-E1","I-pk-E1","CfU-E1","CfI-E1","Time-E1","Wp-E1","Wp+-E1","Wp--E1","q-E1","q+-E1","q--E1","WS-E1","WQ-E1","Urms-E2","Umn-E2","Urmn-E2","Udc-E2","Uac-E2","Irms-E2","Imn-E2","Irmn-E2","Idc-E2","Iac-E2","P-E2","S-E2","Q-E2","PF-E2","DEG-E2","FU-E2","FI-E2","U+pk-E2","U-pk-E2","I+pk-E2","I-pk-E2","CfU-E2","CfI-E2","Time-E2","Wp-E2","Wp+-E2","Wp--E2","q-E2","q+-E2","q--E2","WS-E2","WQ-E2","eta1","eta2"
   32,  2026/03/17,10:44:17,123.09E+00,123.84E+00,111.49E+00,38.023E-03,123.09E+00,9.3148E+00,9.1712E+00,8.2569E+00,2.1161E-03,9.3148E+00,-1.1433E+03,1.1465E+03,-86.520E+00,-0.9971E+00,-175.67E+00,50.006E+00,NAN,173.43E+00,-173.42E+00,13.920E+00,-13.916E+00,1.409E+00,1.494E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.307E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,60.557E-06,0.0000E+00,-2.3142E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,75.364E-03,-102.61E-03,6.2257E-03,-5.8679E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   33,  2026/03/17,10:44:18,123.06E+00,123.81E+00,111.47E+00,37.924E-03,123.06E+00,9.3164E+00,9.1733E+00,8.2588E+00,2.4328E-03,9.3164E+00,-1.1432E+03,1.1465E+03,-86.525E+00,-0.9971E+00,-175.67E+00,50.013E+00,NAN,173.46E+00,-173.45E+00,13.943E+00,-13.932E+00,1.410E+00,1.497E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.423E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,110.19E-06,0.0000E+00,-2.7536E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,72.185E-03,-99.430E-03,6.3273E-03,-6.4777E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   34,  2026/03/17,10:44:18,123.14E+00,123.90E+00,111.55E+00,45.436E-03,123.14E+00,9.3077E+00,9.1647E+00,8.2511E+00,2.6378E-03,9.3077E+00,-1.1429E+03,1.1462E+03,-86.656E+00,-0.9971E+00,-175.66E+00,50.008E+00,NAN,173.52E+00,-173.52E+00,13.939E+00,-13.935E+00,1.409E+00,1.498E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.797E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,71.931E-06,0.0000E+00,-2.8376E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,88.076E-03,-104.20E-03,6.1240E-03,-5.8679E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   35,  2026/03/17,10:44:18,123.48E+00,124.26E+00,111.87E+00,46.984E-03,123.48E+00,9.1707E+00,9.0286E+00,8.1286E+00,1.8493E-03,9.1707E+00,-1.1290E+03,1.1324E+03,-87.480E+00,-0.9970E+00,-175.57E+00,50.007E+00,NAN,173.97E+00,-174.06E+00,13.725E+00,-13.728E+00,1.410E+00,1.497E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-11.145E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,122.58E-06,0.0000E+00,-3.9629E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,76.953E-03,-104.20E-03,6.1240E-03,-6.1728E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   36,  2026/03/17,10:44:18,123.54E+00,124.32E+00,111.92E+00,45.038E-03,123.54E+00,9.1523E+00,9.0095E+00,8.1114E+00,2.6074E-03,9.1523E+00,-1.1273E+03,1.1307E+03,-87.661E+00,-0.9970E+00,-175.55E+00,50.006E+00,NAN,174.13E+00,-174.06E+00,13.722E+00,-13.716E+00,1.410E+00,1.499E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.737E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,93.835E-06,0.0000E+00,-4.0826E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,86.487E-03,-105.79E-03,6.6322E-03,-6.2744E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   37,  2026/03/17,10:44:18,123.53E+00,124.29E+00,111.90E+00,32.798E-03,123.53E+00,9.1448E+00,9.0003E+00,8.1031E+00,2.9807E-03,9.1448E+00,-1.1262E+03,1.1296E+03,-87.594E+00,-0.9970E+00,-175.55E+00,50.005E+00,NAN,174.10E+00,-174.12E+00,13.709E+00,-13.707E+00,1.410E+00,1.499E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.497E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,116.27E-06,0.0000E+00,-2.7365E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,84.898E-03,-107.37E-03,6.5306E-03,-6.7825E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   38,  2026/03/17,10:44:19,123.65E+00,124.42E+00,112.02E+00,44.573E-03,123.65E+00,9.1371E+00,8.9938E+00,8.0972E+00,1.6316E-03,9.1371E+00,-1.1264E+03,1.1298E+03,-87.793E+00,-0.9970E+00,-175.54E+00,50.005E+00,NAN,174.29E+00,-174.28E+00,13.679E+00,-13.681E+00,1.410E+00,1.497E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.254E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,131.10E-06,0.0000E+00,-3.5586E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,80.131E-03,-105.79E-03,6.7338E-03,-5.7663E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   39,  2026/03/17,10:44:19,123.59E+00,124.35E+00,111.96E+00,30.831E-03,123.59E+00,9.1253E+00,8.9813E+00,8.0860E+00,2.7419E-03,9.1253E+00,-1.1244E+03,1.1278E+03,-87.712E+00,-0.9970E+00,-175.54E+00,50.011E+00,NAN,174.29E+00,-174.28E+00,13.693E+00,-13.685E+00,1.410E+00,1.501E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.579E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,87.182E-06,0.0000E+00,-2.8351E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,88.076E-03,-96.252E-03,6.8354E-03,-6.1728E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   40,  2026/03/17,10:44:19,123.52E+00,124.30E+00,111.91E+00,44.795E-03,123.52E+00,9.1261E+00,8.9828E+00,8.0874E+00,1.6481E-03,9.1261E+00,-1.1239E+03,1.1273E+03,-87.668E+00,-0.9970E+00,-175.54E+00,50.009E+00,NAN,174.16E+00,-174.15E+00,13.680E+00,-13.668E+00,1.410E+00,1.499E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.796E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,122.48E-06,0.0000E+00,-4.2366E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,75.364E-03,-105.79E-03,6.5306E-03,-5.7663E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   41,  2026/03/17,10:44:19,123.58E+00,124.34E+00,111.95E+00,38.679E-03,123.58E+00,9.1344E+00,8.9906E+00,8.0944E+00,2.8995E-03,9.1344E+00,-1.1254E+03,1.1288E+03,-87.648E+00,-0.9970E+00,-175.55E+00,50.007E+00,NAN,174.22E+00,-174.12E+00,13.700E+00,-13.687E+00,1.410E+00,1.500E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.884E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,126.95E-06,0.0000E+00,-3.1923E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,100.79E-03,-107.37E-03,6.5306E-03,-5.5630E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   42,  2026/03/17,10:44:19,123.59E+00,124.34E+00,111.95E+00,42.514E-03,123.59E+00,9.1297E+00,8.9853E+00,8.0896E+00,482.80E-06,9.1297E+00,-1.1249E+03,1.1283E+03,-87.709E+00,-0.9970E+00,-175.54E+00,50.008E+00,NAN,174.07E+00,-174.06E+00,13.689E+00,-13.671E+00,1.408E+00,1.499E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-11.074E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,117.23E-06,0.0000E+00,-3.6130E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,100.79E-03,-101.02E-03,7.4452E-03,-5.9695E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   43,  2026/03/17,10:44:20,123.44E+00,124.22E+00,111.84E+00,38.846E-03,123.44E+00,9.2604E+00,9.1185E+00,8.2096E+00,960.69E-06,9.2604E+00,-1.1398E+03,1.1431E+03,-87.103E+00,-0.9971E+00,-175.63E+00,50.007E+00,NAN,173.97E+00,-173.99E+00,13.849E+00,-13.847E+00,1.410E+00,1.495E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.723E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,122.75E-06,0.0000E+00,-4.3028E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,94.432E-03,-101.02E-03,6.2257E-03,-6.0711E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   44,  2026/03/17,10:44:20,123.45E+00,124.24E+00,111.86E+00,38.976E-03,123.45E+00,9.2542E+00,9.1126E+00,8.2042E+00,1.0643E-03,9.2542E+00,-1.1391E+03,1.1425E+03,-87.205E+00,-0.9971E+00,-175.62E+00,50.014E+00,NAN,174.00E+00,-174.06E+00,13.849E+00,-13.836E+00,1.410E+00,1.497E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.833E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,85.130E-06,0.0000E+00,-2.7606E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,91.254E-03,-97.841E-03,6.1240E-03,-7.5955E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   45,  2026/03/17,10:44:20,123.45E+00,124.23E+00,111.85E+00,41.648E-03,123.45E+00,9.2677E+00,9.1261E+00,8.2164E+00,3.1448E-03,9.2677E+00,-1.1408E+03,1.1441E+03,-87.098E+00,-0.9971E+00,-175.63E+00,50.021E+00,NAN,174.07E+00,-174.06E+00,13.894E+00,-13.891E+00,1.410E+00,1.499E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-11.057E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,91.122E-06,0.0000E+00,-2.7846E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,84.898E-03,-107.37E-03,6.4289E-03,-5.8679E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   46,  2026/03/17,10:44:20,123.64E+00,124.42E+00,112.01E+00,45.457E-03,123.64E+00,9.0927E+00,8.9494E+00,8.0572E+00,3.6137E-03,9.0927E+00,-1.1208E+03,1.1242E+03,-87.889E+00,-0.9969E+00,-175.52E+00,50.015E+00,NAN,174.32E+00,-174.25E+00,13.669E+00,-13.675E+00,1.410E+00,1.504E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-11.002E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,100.44E-06,0.0000E+00,-3.2302E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,80.131E-03,-115.32E-03,5.9208E-03,-5.9695E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   47,  2026/03/17,10:44:20,122.66E+00,123.43E+00,111.13E+00,36.097E-03,122.66E+00,9.6012E+00,9.4620E+00,8.5188E+00,-2.6220E-03,9.6012E+00,-1.1746E+03,1.1777E+03,-85.015E+00,-0.9974E+00,-175.86E+00,50.022E+00,NAN,173.11E+00,-173.01E+00,14.384E+00,-14.369E+00,1.411E+00,1.498E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.795E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,96.114E-06,0.0000E+00,-3.8526E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,84.898E-03,-115.32E-03,6.2257E-03,-6.2744E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   48,  2026/03/17,10:44:21,122.51E+00,123.29E+00,111.00E+00,36.199E-03,122.51E+00,9.6777E+00,9.5396E+00,8.5886E+00,2.3706E-03,9.6777E+00,-1.1826E+03,1.1856E+03,-84.544E+00,-0.9975E+00,-175.91E+00,50.014E+00,NAN,172.79E+00,-172.75E+00,14.440E+00,-14.430E+00,1.410E+00,1.492E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.676E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,150.12E-06,0.0000E+00,-4.2744E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,81.720E-03,-99.430E-03,6.8354E-03,-7.1890E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   49,  2026/03/17,10:44:21,122.33E+00,123.11E+00,110.84E+00,41.088E-03,122.33E+00,9.7317E+00,9.5941E+00,8.6377E+00,2.8434E-03,9.7317E+00,-1.1875E+03,1.1905E+03,-84.290E+00,-0.9975E+00,-175.94E+00,50.020E+00,NAN,172.47E+00,-172.46E+00,14.515E+00,-14.516E+00,1.410E+00,1.492E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.718E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,96.430E-06,0.0000E+00,-2.7813E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,80.131E-03,-101.02E-03,5.9208E-03,-6.1728E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   50,  2026/03/17,10:44:21,122.26E+00,123.04E+00,110.77E+00,40.516E-03,122.26E+00,9.7261E+00,9.5883E+00,8.6325E+00,3.2014E-03,9.7261E+00,-1.1861E+03,1.1891E+03,-84.166E+00,-0.9975E+00,-175.94E+00,50.021E+00,NAN,172.41E+00,-172.37E+00,14.531E+00,-14.527E+00,1.410E+00,1.494E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.903E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,102.24E-06,0.0000E+00,-2.7401E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,75.364E-03,-110.55E-03,6.3273E-03,-6.4777E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   51,  2026/03/17,10:44:21,122.09E+00,122.86E+00,110.61E+00,48.097E-03,122.09E+00,9.7460E+00,9.6083E+00,8.6505E+00,6.6868E-03,9.7460E+00,-1.1869E+03,1.1899E+03,-83.950E+00,-0.9975E+00,-175.95E+00,50.012E+00,NAN,172.28E+00,-172.50E+00,14.595E+00,-14.575E+00,1.413E+00,1.498E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.981E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,116.27E-06,0.0000E+00,-3.8370E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,81.720E-03,-107.37E-03,6.7338E-03,-5.8679E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   52,  2026/03/17,10:44:22,122.39E+00,123.17E+00,110.90E+00,48.200E-03,122.39E+00,9.6405E+00,9.5030E+00,8.5557E+00,5.0289E-03,9.6405E+00,-1.1768E+03,1.1799E+03,-84.570E+00,-0.9974E+00,-175.89E+00,50.012E+00,NAN,172.57E+00,-172.59E+00,14.382E+00,-14.391E+00,1.410E+00,1.493E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.668E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,137.78E-06,0.0000E+00,-4.4787E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,81.720E-03,-107.37E-03,7.6484E-03,-6.6809E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   53,  2026/03/17,10:44:23,123.50E+00,124.27E+00,111.89E+00,29.767E-03,123.50E+00,9.1035E+00,8.9603E+00,8.0671E+00,531.68E-06,9.1035E+00,-1.1208E+03,1.1243E+03,-88.075E+00,-0.9969E+00,-175.51E+00,50.003E+00,NAN,174.26E+00,-174.12E+00,13.631E+00,-13.633E+00,1.411E+00,1.498E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.599E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,80.910E-06,0.0000E+00,-2.6236E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,86.487E-03,-97.841E-03,6.6322E-03,-7.2907E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   54,  2026/03/17,10:44:23,123.74E+00,124.51E+00,112.09E+00,35.034E-03,123.74E+00,8.9896E+00,8.8450E+00,7.9633E+00,237.36E-06,8.9896E+00,-1.1089E+03,1.1124E+03,-88.441E+00,-0.9968E+00,-175.44E+00,49.999E+00,NAN,174.35E+00,-174.44E+00,13.477E+00,-13.468E+00,1.410E+00,1.499E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.448E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,32.868E-06,0.0000E+00,-3.4083E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,76.953E-03,-107.37E-03,7.1403E-03,-5.9695E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   55,  2026/03/17,10:44:23,123.85E+00,124.62E+00,112.20E+00,48.559E-03,123.85E+00,8.9404E+00,8.7964E+00,7.9196E+00,2.7731E-03,8.9404E+00,-1.1037E+03,1.1073E+03,-88.472E+00,-0.9968E+00,-175.42E+00,50.001E+00,NAN,174.51E+00,-174.50E+00,13.422E+00,-13.423E+00,1.409E+00,1.501E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.684E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,33.826E-06,0.0000E+00,-2.9888E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,83.309E-03,-102.61E-03,6.0224E-03,-6.0711E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   56,  2026/03/17,10:44:23,123.59E+00,124.35E+00,111.96E+00,46.400E-03,123.59E+00,9.0663E+00,8.9229E+00,8.0335E+00,4.9002E-03,9.0663E+00,-1.1170E+03,1.1205E+03,-87.593E+00,-0.9969E+00,-175.52E+00,49.993E+00,NAN,174.16E+00,-174.15E+00,13.585E+00,-13.580E+00,1.409E+00,1.498E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.789E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,10.527E-06,0.0000E+00,-3.7771E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,72.185E-03,-102.61E-03,5.9208E-03,-6.6809E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   57,  2026/03/17,10:44:23,123.56E+00,124.34E+00,111.95E+00,44.792E-03,123.56E+00,9.0788E+00,8.9365E+00,8.0456E+00,1.9457E-03,9.0788E+00,-1.1184E+03,1.1218E+03,-87.609E+00,-0.9969E+00,-175.52E+00,49.994E+00,NAN,174.16E+00,-174.18E+00,13.585E+00,-13.578E+00,1.410E+00,1.496E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.786E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,40.601E-06,0.0000E+00,-3.3158E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,86.487E-03,-94.663E-03,6.2257E-03,-5.8679E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   58,  2026/03/17,10:44:24,123.51E+00,124.29E+00,111.90E+00,37.484E-03,123.51E+00,9.0825E+00,8.9407E+00,8.0494E+00,2.6892E-03,9.0825E+00,-1.1184E+03,1.1218E+03,-87.557E+00,-0.9969E+00,-175.52E+00,50.002E+00,NAN,174.10E+00,-174.06E+00,13.607E+00,-13.607E+00,1.410E+00,1.498E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.586E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,56.390E-06,0.0000E+00,-3.6484E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,80.131E-03,-102.61E-03,6.6322E-03,-6.3760E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   59,  2026/03/17,10:44:24,123.66E+00,124.44E+00,112.03E+00,42.427E-03,123.66E+00,9.0932E+00,8.9507E+00,8.0584E+00,1.3459E-03,9.0932E+00,-1.1210E+03,1.1244E+03,-87.913E+00,-0.9969E+00,-175.52E+00,49.995E+00,NAN,174.32E+00,-174.28E+00,13.626E+00,-13.626E+00,1.410E+00,1.498E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.541E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,47.961E-06,0.0000E+00,-3.2596E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,86.487E-03,-105.79E-03,6.3273E-03,-6.3760E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   60,  2026/03/17,10:44:24,123.58E+00,124.36E+00,111.96E+00,39.829E-03,123.58E+00,9.0886E+00,8.9462E+00,8.0544E+00,1.9569E-03,9.0886E+00,-1.1197E+03,1.1232E+03,-87.758E+00,-0.9969E+00,-175.52E+00,49.998E+00,NAN,174.19E+00,-174.18E+00,13.632E+00,-13.626E+00,1.410E+00,1.500E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-11.014E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,67.579E-06,0.0000E+00,-2.6276E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,84.898E-03,-102.61E-03,6.9371E-03,-5.8679E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   61,  2026/03/17,10:44:24,123.65E+00,124.43E+00,112.03E+00,46.522E-03,123.65E+00,9.0986E+00,8.9561E+00,8.0633E+00,2.7082E-03,9.0986E+00,-1.1216E+03,1.1251E+03,-87.882E+00,-0.9969E+00,-175.52E+00,49.998E+00,NAN,174.38E+00,-174.31E+00,13.655E+00,-13.641E+00,1.410E+00,1.501E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.842E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,95.479E-06,0.0000E+00,-3.8441E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,84.898E-03,-96.252E-03,7.1403E-03,-6.3760E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   62,  2026/03/17,10:44:24,123.71E+00,124.48E+00,112.07E+00,28.121E-03,123.71E+00,9.0829E+00,8.9393E+00,8.0482E+00,2.7230E-03,9.0829E+00,-1.1202E+03,1.1236E+03,-87.984E+00,-0.9969E+00,-175.51E+00,50.002E+00,NAN,174.45E+00,-174.44E+00,13.637E+00,-13.638E+00,1.410E+00,1.502E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-10.586E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,67.855E-06,0.0000E+00,-2.1911E-06,0.000E+00,0.000E+00,Error,Error,Error,NAN,75.364E-03,-105.79E-03,6.4289E-03,-6.3760E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
