"Model","WT500 (760203)"
"Comment",""
"Version","1.31"
"Date","2025/12/19"
"Time","09:05:57"

"<Settings>"
"Wiring","NONE"
"Element","Element1","Element2","Element3"
"Module","1kV40A","1kV40A","1kV40A"
"Wiring","1P2W","1P2W","1P2W"
"Voltage Range","15V","15V","15V"
"Terminal","Direct","Direct","Direct"
"Current Range","      1A","      1A","      1A"
"Sensor Ratio","10.0000","10.0000","10.0000"
"Line Filter","Off","Off","Off"
"Frequency Filter","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000"
"Sync Source","U1","U1","U1"
"Average","Off"
"F1","Off"
"F2","Off"
"F3","Off"
"F4","Off"
"F5","Off"
"F6","Off"
"F7","Off"
"F8","Off"
"S,Q Formula","Type 1"
"Phase Angle","180 degree"
"Max Hold","Off"
"Null","Off"
"Measurement Mode","Normal Mode"
"Update Rate","100ms"
"Crest Factor","3"
"Delta Measure Mode","RMS"

"<Settings (Harmonics)>"
"PLL Source","U3"
"Order","1 To 50"
"THD Formula","Total"

"Store No.","Date","Time","Urms-E1","Umn-E1","Urmn-E1","Udc-E1","Uac-E1","Irms-E1","Imn-E1","Irmn-E1","Idc-E1","Iac-E1","P-E1","S-E1","Q-E1","PF-E1","DEG-E1","FU-E1","FI-E1","U+pk-E1","U-pk-E1","I+pk-E1","I-pk-E1","CfU-E1","CfI-E1","Time-E1","Wp-E1","Wp+-E1","Wp--E1","q-E1","q+-E1","q--E1","WS-E1","WQ-E1","Urms-E2","Umn-E2","Urmn-E2","Udc-E2","Uac-E2","Irms-E2","Imn-E2","Irmn-E2","Idc-E2","Iac-E2","P-E2","S-E2","Q-E2","PF-E2","DEG-E2","FU-E2","FI-E2","U+pk-E2","U-pk-E2","I+pk-E2","I-pk-E2","CfU-E2","CfI-E2","Time-E2","Wp-E2","Wp+-E2","Wp--E2","q-E2","q+-E2","q--E2","WS-E2","WQ-E2","eta1","eta2"
  270,  2025/12/19,09:05:26,5.1345E+00,5.7006E+00,5.1323E+00,5.1323E+00,149.00E-03,68.885E-03,73.926E-03,66.557E-03,66.557E-03,17.759E-03,342.20E-03,353.69E-03,-89.413E-03,0.9675E+00,-14.64E+00,Error,NAN,5.1933E+00,5.0739E+00,141.15E-03,23.929E-03,1.011E+00,2.049E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.3597E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,81.306E-06,0.0000E+00,-331.78E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,65.346E-03,-63.366E-03,5.4131E-03,-5.6642E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  271,  2025/12/19,09:05:26,5.1341E+00,5.7000E+00,5.1318E+00,5.1318E+00,153.97E-03,69.289E-03,73.955E-03,66.583E-03,66.583E-03,19.178E-03,342.28E-03,355.74E-03,-96.944E-03,0.9622E+00,-15.81E+00,Error,NAN,5.2140E+00,5.0675E+00,146.64E-03,24.335E-03,1.016E+00,2.116E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.4875E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,127.72E-06,0.0000E+00,-152.94E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,62.168E-03,-61.777E-03,5.9213E-03,-7.0869E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  272,  2025/12/19,09:05:26,5.1347E+00,5.7008E+00,5.1326E+00,5.1326E+00,149.04E-03,69.354E-03,73.970E-03,66.597E-03,66.597E-03,19.360E-03,342.27E-03,356.11E-03,-98.319E-03,0.9611E+00,-16.03E+00,Error,NAN,5.1949E+00,5.0835E+00,147.25E-03,25.656E-03,1.012E+00,2.123E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.6069E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,86.683E-06,0.0000E+00,-397.07E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,62.168E-03,-64.955E-03,7.0392E-03,-6.6804E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  273,  2025/12/19,09:05:26,5.1346E+00,5.7005E+00,5.1322E+00,5.1322E+00,153.93E-03,68.874E-03,73.932E-03,66.562E-03,66.562E-03,17.696E-03,342.18E-03,353.64E-03,-89.292E-03,0.9676E+00,-14.63E+00,Error,NAN,5.1981E+00,5.0739E+00,155.58E-03,23.218E-03,1.012E+00,2.259E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.4147E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,106.96E-06,0.0000E+00,327.42E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,65.346E-03,-66.544E-03,6.7343E-03,-6.9853E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  274,  2025/12/19,09:05:26,5.1345E+00,5.7006E+00,5.1323E+00,5.1323E+00,149.01E-03,69.168E-03,73.966E-03,66.593E-03,66.593E-03,18.699E-03,342.32E-03,355.14E-03,-94.560E-03,0.9639E+00,-15.44E+00,Error,NAN,5.1996E+00,5.0739E+00,139.53E-03,22.405E-03,1.013E+00,2.017E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-962.42E-06,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,134.17E-06,0.0000E+00,302.77E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,52.633E-03,-63.366E-03,5.7180E-03,-7.3918E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  275,  2025/12/19,09:05:26,5.1345E+00,5.7004E+00,5.1322E+00,5.1322E+00,153.88E-03,69.178E-03,73.952E-03,66.580E-03,66.580E-03,18.780E-03,342.20E-03,355.19E-03,-95.205E-03,0.9634E+00,-15.55E+00,Error,NAN,5.1965E+00,5.0644E+00,141.46E-03,24.640E-03,1.012E+00,2.045E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.2967E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,119.65E-06,0.0000E+00,429.15E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,62.168E-03,-60.188E-03,6.2261E-03,-6.5788E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  276,  2025/12/19,09:05:26,5.1348E+00,5.7009E+00,5.1326E+00,5.1326E+00,149.05E-03,68.881E-03,73.929E-03,66.559E-03,66.559E-03,17.732E-03,342.16E-03,353.69E-03,-89.571E-03,0.9674E+00,-14.67E+00,Error,NAN,5.2108E+00,5.0755E+00,136.68E-03,24.132E-03,1.015E+00,1.984E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.3393E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,101.29E-06,0.0000E+00,53.459E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,55.811E-03,-61.777E-03,6.1245E-03,-6.7821E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  277,  2025/12/19,09:05:26,5.1348E+00,5.7008E+00,5.1325E+00,5.1325E+00,153.95E-03,69.256E-03,73.929E-03,66.560E-03,66.560E-03,19.134E-03,342.19E-03,355.62E-03,-96.789E-03,0.9622E+00,-15.79E+00,Error,NAN,5.2076E+00,5.0819E+00,132.82E-03,22.405E-03,1.014E+00,1.918E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.8277E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,143.52E-06,0.0000E+00,548.81E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,68.524E-03,-61.777E-03,6.3278E-03,-6.5788E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  278,  2025/12/19,09:05:26,5.1352E+00,5.7013E+00,5.1330E+00,5.1330E+00,149.05E-03,69.129E-03,73.920E-03,66.551E-03,66.551E-03,18.700E-03,342.21E-03,354.99E-03,-94.374E-03,0.9640E+00,-15.42E+00,Error,NAN,5.1996E+00,5.0739E+00,139.63E-03,23.116E-03,1.013E+00,2.020E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.6175E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,112.61E-06,0.0000E+00,367.46E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,57.401E-03,-64.955E-03,6.4294E-03,-6.5788E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  279,  2025/12/19,09:05:27,5.1347E+00,5.7006E+00,5.1323E+00,5.1323E+00,153.96E-03,69.123E-03,73.897E-03,66.531E-03,66.531E-03,18.752E-03,341.98E-03,354.92E-03,-94.986E-03,0.9635E+00,-15.52E+00,Error,NAN,5.1949E+00,5.0835E+00,161.47E-03,20.780E-03,1.012E+00,2.336E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.1059E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,115.78E-06,0.0000E+00,-457.88E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,79.647E-03,-61.777E-03,6.3278E-03,-5.9690E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  280,  2025/12/19,09:05:27,5.1348E+00,5.7009E+00,5.1326E+00,5.1326E+00,149.05E-03,68.968E-03,73.929E-03,66.559E-03,66.559E-03,18.067E-03,342.11E-03,354.13E-03,-91.485E-03,0.9661E+00,-14.97E+00,Error,NAN,5.1933E+00,5.0787E+00,142.17E-03,22.100E-03,1.011E+00,2.061E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.3511E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,127.98E-06,0.0000E+00,427.80E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,70.113E-03,-72.900E-03,6.6327E-03,-6.8837E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  281,  2025/12/19,09:05:27,5.1349E+00,5.7009E+00,5.1326E+00,5.1326E+00,153.98E-03,69.474E-03,73.901E-03,66.534E-03,66.534E-03,19.997E-03,341.99E-03,356.74E-03,-101.53E-03,0.9586E+00,-16.53E+00,Error,NAN,5.1949E+00,5.0755E+00,140.34E-03,18.037E-03,1.012E+00,2.020E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.5360E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,122.88E-06,0.0000E+00,-300.57E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,58.990E-03,-57.010E-03,6.4294E-03,-5.9690E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  282,  2025/12/19,09:05:27,5.1344E+00,5.7004E+00,5.1322E+00,5.1322E+00,149.01E-03,69.041E-03,73.918E-03,66.549E-03,66.549E-03,18.380E-03,342.02E-03,354.48E-03,-93.176E-03,0.9648E+00,-15.24E+00,Error,NAN,5.1965E+00,5.0787E+00,145.72E-03,22.303E-03,1.012E+00,2.111E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.2853E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,149.02E-06,0.0000E+00,-184.97E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,54.222E-03,-57.010E-03,7.4457E-03,-5.9690E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  283,  2025/12/19,09:05:27,5.1344E+00,5.7003E+00,5.1321E+00,5.1321E+00,153.91E-03,69.064E-03,73.966E-03,66.592E-03,66.592E-03,18.309E-03,342.30E-03,354.60E-03,-92.590E-03,0.9653E+00,-15.14E+00,Error,NAN,5.2012E+00,5.0675E+00,158.83E-03,22.710E-03,1.013E+00,2.300E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.1143E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,169.61E-06,0.0000E+00,172.92E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,52.633E-03,-68.133E-03,6.8359E-03,-6.0707E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  284,  2025/12/19,09:05:27,5.1350E+00,5.7011E+00,5.1328E+00,5.1328E+00,149.05E-03,69.124E-03,73.902E-03,66.535E-03,66.535E-03,18.740E-03,342.06E-03,354.95E-03,-94.799E-03,0.9637E+00,-15.49E+00,Error,NAN,5.2172E+00,5.0723E+00,143.90E-03,23.827E-03,1.016E+00,2.082E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.2856E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,140.54E-06,0.0000E+00,436.32E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,55.811E-03,-68.133E-03,6.0229E-03,-5.6642E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  285,  2025/12/19,09:05:27,5.1346E+00,5.7005E+00,5.1323E+00,5.1323E+00,153.89E-03,69.112E-03,73.870E-03,66.506E-03,66.506E-03,18.797E-03,341.89E-03,354.86E-03,-95.060E-03,0.9635E+00,-15.54E+00,Error,NAN,5.2092E+00,5.0803E+00,127.44E-03,23.726E-03,1.015E+00,1.844E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.6165E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,160.77E-06,0.0000E+00,-328.80E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,57.401E-03,-80.845E-03,7.0392E-03,-6.3756E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  286,  2025/12/19,09:05:27,5.1346E+00,5.7007E+00,5.1325E+00,5.1325E+00,149.07E-03,69.238E-03,73.932E-03,66.562E-03,66.562E-03,19.064E-03,342.15E-03,355.51E-03,-96.571E-03,0.9624E+00,-15.76E+00,Error,NAN,5.1949E+00,5.0787E+00,136.28E-03,21.491E-03,1.012E+00,1.968E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.3085E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,155.66E-06,0.0000E+00,-201.30E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,58.990E-03,-61.777E-03,6.3278E-03,-5.9690E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  287,  2025/12/19,09:05:27,5.1345E+00,5.7005E+00,5.1322E+00,5.1322E+00,153.93E-03,68.844E-03,73.895E-03,66.529E-03,66.529E-03,17.702E-03,341.95E-03,353.48E-03,-89.565E-03,0.9674E+00,-14.68E+00,Error,NAN,5.1965E+00,5.0787E+00,132.93E-03,22.507E-03,1.012E+00,1.931E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.2806E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,160.14E-06,0.0000E+00,605.44E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,54.222E-03,-64.955E-03,5.9213E-03,-6.5788E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  288,  2025/12/19,09:05:27,5.1349E+00,5.7011E+00,5.1328E+00,5.1328E+00,149.04E-03,69.386E-03,73.889E-03,66.523E-03,66.523E-03,19.725E-03,341.93E-03,356.29E-03,-100.13E-03,0.9597E+00,-16.32E+00,Error,NAN,5.1965E+00,5.0755E+00,141.76E-03,22.303E-03,1.012E+00,2.043E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.8383E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,153.66E-06,0.0000E+00,-343.39E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,51.044E-03,-61.777E-03,6.7343E-03,-6.1723E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  289,  2025/12/19,09:05:28,5.1346E+00,5.7006E+00,5.1323E+00,5.1323E+00,153.97E-03,68.909E-03,73.924E-03,66.555E-03,66.555E-03,17.859E-03,342.04E-03,353.82E-03,-90.560E-03,0.9667E+00,-14.83E+00,Error,NAN,5.2012E+00,5.0803E+00,153.75E-03,25.452E-03,1.013E+00,2.231E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.2739E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,91.127E-06,0.0000E+00,153.18E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,58.990E-03,-53.832E-03,6.3278E-03,-6.5788E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  290,  2025/12/19,09:05:28,5.1351E+00,5.7013E+00,5.1330E+00,5.1330E+00,149.09E-03,69.274E-03,73.944E-03,66.573E-03,66.573E-03,19.156E-03,342.17E-03,355.73E-03,-97.282E-03,0.9619E+00,-15.87E+00,Error,NAN,5.1933E+00,5.0787E+00,142.07E-03,24.233E-03,1.011E+00,2.051E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.4855E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,125.57E-06,0.0000E+00,-216.66E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,66.935E-03,-60.188E-03,6.4294E-03,-6.3756E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  291,  2025/12/19,09:05:28,5.1348E+00,5.7008E+00,5.1325E+00,5.1325E+00,153.95E-03,68.810E-03,73.891E-03,66.526E-03,66.526E-03,17.585E-03,341.94E-03,353.33E-03,-88.983E-03,0.9678E+00,-14.59E+00,Error,NAN,5.1996E+00,5.0691E+00,145.11E-03,24.233E-03,1.013E+00,2.109E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.4098E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,120.93E-06,0.0000E+00,224.07E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,58.990E-03,-58.599E-03,7.1408E-03,-6.4772E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  292,  2025/12/19,09:05:28,5.1348E+00,5.7009E+00,5.1326E+00,5.1326E+00,149.02E-03,68.820E-03,73.896E-03,66.530E-03,66.530E-03,17.604E-03,341.94E-03,353.37E-03,-89.170E-03,0.9676E+00,-14.62E+00,Error,NAN,5.2028E+00,5.0787E+00,130.28E-03,24.640E-03,1.013E+00,1.893E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.3176E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,149.53E-06,0.0000E+00,224.72E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,57.401E-03,-55.421E-03,6.0229E-03,-6.7821E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  293,  2025/12/19,09:05:29,5.1346E+00,5.7006E+00,5.1323E+00,5.1323E+00,153.93E-03,69.316E-03,73.897E-03,66.530E-03,66.530E-03,19.452E-03,341.97E-03,355.91E-03,-98.629E-03,0.9608E+00,-16.09E+00,Error,NAN,5.1981E+00,5.0787E+00,163.09E-03,24.945E-03,1.012E+00,2.353E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.5247E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,96.723E-06,0.0000E+00,421.76E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,60.579E-03,-69.722E-03,7.5473E-03,-7.3918E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  294,  2025/12/19,09:05:29,5.1346E+00,5.7007E+00,5.1325E+00,5.1325E+00,149.02E-03,69.060E-03,73.924E-03,66.555E-03,66.555E-03,18.431E-03,342.06E-03,354.60E-03,-93.468E-03,0.9646E+00,-15.28E+00,Error,NAN,5.1981E+00,5.0755E+00,141.15E-03,24.335E-03,1.012E+00,2.044E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.7016E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,104.42E-06,0.0000E+00,-155.22E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,58.990E-03,-61.777E-03,8.0554E-03,-6.1723E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  295,  2025/12/19,09:05:29,5.1344E+00,5.7004E+00,5.1321E+00,5.1321E+00,153.96E-03,68.978E-03,73.880E-03,66.515E-03,66.515E-03,18.267E-03,341.89E-03,354.16E-03,-92.411E-03,0.9654E+00,-15.13E+00,Error,NAN,5.1949E+00,5.0771E+00,135.36E-03,21.897E-03,1.012E+00,1.962E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.5338E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,106.54E-06,0.0000E+00,-279.95E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,52.633E-03,-66.544E-03,6.5310E-03,-6.8837E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  296,  2025/12/19,09:05:29,5.1346E+00,5.7007E+00,5.1325E+00,5.1325E+00,149.02E-03,69.437E-03,73.896E-03,66.530E-03,66.530E-03,19.884E-03,341.90E-03,356.53E-03,-101.09E-03,0.9590E+00,-16.47E+00,Error,NAN,5.1996E+00,5.0803E+00,155.48E-03,22.507E-03,1.013E+00,2.239E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.4889E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,136.05E-06,0.0000E+00,-275.54E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,54.222E-03,-72.900E-03,6.3278E-03,-6.1723E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  297,  2025/12/19,09:05:29,5.1345E+00,5.7004E+00,5.1322E+00,5.1322E+00,153.98E-03,68.875E-03,73.866E-03,66.502E-03,66.502E-03,17.920E-03,341.83E-03,353.64E-03,-90.625E-03,0.9666E+00,-14.85E+00,Error,NAN,5.1949E+00,5.0771E+00,140.24E-03,23.421E-03,1.012E+00,2.036E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.2906E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,128.86E-06,0.0000E+00,-30.956E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,66.935E-03,-60.188E-03,5.6164E-03,-5.5625E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  298,  2025/12/19,09:05:29,5.1351E+00,5.7013E+00,5.1329E+00,5.1329E+00,149.06E-03,68.963E-03,73.851E-03,66.489E-03,66.489E-03,18.306E-03,341.82E-03,354.13E-03,-92.565E-03,0.9652E+00,-15.15E+00,Error,NAN,5.2012E+00,5.0675E+00,131.91E-03,23.116E-03,1.013E+00,1.913E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.2121E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,116.00E-06,0.0000E+00,-480.92E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,57.401E-03,-61.777E-03,6.9375E-03,-6.2739E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  299,  2025/12/19,09:05:29,5.1346E+00,5.7006E+00,5.1323E+00,5.1323E+00,153.88E-03,69.057E-03,73.842E-03,66.481E-03,66.481E-03,18.688E-03,341.72E-03,354.58E-03,-94.627E-03,0.9637E+00,-15.48E+00,Error,NAN,5.1981E+00,5.0787E+00,135.67E-03,23.929E-03,1.012E+00,1.965E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.5062E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,82.156E-06,0.0000E+00,-163.98E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,76.469E-03,-63.366E-03,6.1245E-03,-6.0707E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  300,  2025/12/19,09:05:29,5.1352E+00,5.7014E+00,5.1330E+00,5.1330E+00,149.06E-03,69.170E-03,73.909E-03,66.541E-03,66.541E-03,18.886E-03,342.05E-03,355.20E-03,-95.750E-03,0.9630E+00,-15.64E+00,Error,NAN,5.2028E+00,5.0787E+00,143.79E-03,23.319E-03,1.013E+00,2.079E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.000E+00,0.000E+00,0.000E+00,-1.4240E-03,0.000E+00,0.0000E+00,0.0000E+00,0.0000E+00,114.26E-06,0.0000E+00,-69.799E-09,0.000E+00,0.000E+00,Error,Error,Error,NAN,54.222E-03,-74.489E-03,6.6327E-03,-5.5625E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
